ZAYIN 一罪与百善 它以言语中浮现的“罪孽”为食。 f7903ff7fa8c445755108ebad52cb924
ZAYIN 疫医 我会治愈所有的疾病，你将重获新生。 7d2d92e590060bcfb8f2769f7076e2e1
ZAYIN 别碰我 你已经按过很多次了，你丫到底还想知道些什么？ 7924fd76c91498e1c554d067f10b8476
ZAYIN 韦尔奇乐牌汽水 在不知何处的远方，你听到了海鸥的鸣叫声。 9f55f8cd5232936ef04a0aac27a10da7
ZAYIN 转性魔镜 “满意只会是暂时的。” b917d21fe31427454ecceaf66548f955
ZAYIN 精灵盛宴 只要有了小精灵们的祝福，一切争端都会平息下来的。 f64429aff215e8d051a7ef1e47072052
ZAYIN 我们可以改变一切 现在，一切都会好起来哒！ d25de75b8bdd60a7ecd99d28f5583074
ZAYIN 你必须要幸福 许多在这台机器内做完手术的人都已恢复健康，变得更加幸福了！ 23fc6fed25bd4259b399d30f163b377c
ZAYIN 古老的信念与承诺 被辜负的心，长眠于哀伤的谷底，渐渐被世人所遗忘... 2451dc35f0b8614a942d147bf1c8f5fe
ZAYIN 秃头-真是-太棒啦！ 你打开了你的电推剪... 244cea227735c5f3c45ee03b3dd7696c
ZAYIN 深黯“军团” 人类的心是粉红色的，与之同色的迷彩能让我们融入他们的内心。 08ac9c4b1e45a7619a24fb6941782fc9
TETH 教学兔兔“Dummy” Dummy爱你哟！ fa51487872aa725c1e5353f5d87d1631
TETH 焦化少女 我来...找你了...你会...化为...灰烬...就和我...一样... fa51487872aa725c1e5353f5d87d1631
TETH 特蕾西娅 还记得这段旋律吗？每当学生们犯困时，教授就会把这段旋律放给他们听。生日快乐。 0d52665808144b9fcf33793719d29d68
TETH 老妇人 一个人，即便生前有再多的故事能够讲述，可到了死后，唯有孤独才是唯一的倾听者。 ed0fc35fe25e7b655731d51932a9b555
TETH 面壁女 它那无法忍受的哀思不断增长着，直到它完全被阴郁的长发所覆盖。 1cbaad43591a3ad2164ad1a4e7fdacba
TETH 1.76兆兹 这是我们绝对不能忘记的“那一天”的记录。 26a6e365c348198f42420a3b17e81f47 
TETH 蜘蛛巢 不出所料，没有人自愿去取回他们同事的尸体。 397005b0528b4e6c47b2179f1190b808
TETH 美女与野兽 然而诅咒仍将继续，永不解除... d8d49d08e22a57f4c46d85418d4c50aa
TETH 血浴缸 浴缸里漂浮着许多苍白的手。那些我曾经深爱过的人的手。 0c4e16634cdb87873e079699f5464f63
TETH 被遗弃的杀人魔 真正可悲的，是那些死在我手里的人，那些像你一样的人。 ed1c8f33346daa37e686e21da4e868bc
TETH 惩戒鸟 人们从很久以前就开始不停地犯下罪恶。“为什么他们要做这种事儿？即使他们知道那是充满罪恶的？” fafa0b05e9c60e10b17754a468bf4683
TETH 宇宙碎片 眼前响起了悦耳的歌声，它正慢慢朝你靠近... e285f7147016b2fab9d85b4c43ede21f
TETH 破碎盔甲 “不畏死，方可生。” 5352338f1b2dbcd4ddcf11b09e492319
TETH 渴望之心 过度的渴望会使人发狂。 2db0460d9592fc5c5e7a2b87f0e60ad9
TETH 陆生鮟鱇 那可不是什么花！立刻疏散所有的员工！ b0c8b4df8477302174666f940700aa7d
TETH 人皮启示录 请成为我们永远的救世主。真理将会解放这世间的所有人！ 9bf6b2577277fad01d872aa936bd6ac7
TETH 今天也很害羞 多美好的一天！可你仍然很害羞吗？ 34885d82c88ee14bc931a3b0843d9ea4
TETH 微光手镯 这个手镯不会饶恕那些贪婪的鼠辈，所以它只该被有需要的人佩戴。 1019dc058aabe0c879c40ce062650d23
TETH 行为矫正仪 最终他们会变成智障，甚至生活不能自理。 fc7f78f5b1256927d2c6c7b73073da53
TETH 空虚之梦 拜托了...请把我的梦境吃掉吧... 3d78e2843b7b5620127c56fc3c2edfe6
TETH 樱下墓 尸骨逐渐堆积，樱海愈加美丽。 f062c7ee4eb99c06147b83c3d10c7ffb
TETH 波迪 但是...前辈！？您的“小心肝儿”嘴里嚼着的可是我们的同事啊... 8b768d91954eaf9e77654658bb94af64
HE 快乐泰迪 它的记忆始于温暖的怀抱。4ad007a642a138c2742d4245a36cb9c3
HE 红舞鞋 女孩泪流满面地哀求着：“先生，求您把我的脚砍下来吧！” e43e01635cca284afdea0b53c03a68f5
HE 无名怪婴 “也许有一天，你也会明白，当轮盘旋转时，他们脸上的绝望意味着什么。” e84e5abefb70bb067afb3db5da81a85c
HE 歌唱机 “由一个活人制造出的旋律是最美妙的！！！” 9c04025cfc2f18b4f2103dd4fcebae27
HE 热心的樵夫 在这片满是心脏的森林中，树木和曾经一样郁郁葱葱。 440944dd5a2bdc9c2159283db5d0ff3e
HE 冰雪女王 冰雪正在消融...是因为宫殿正在崩塌吗？又或许是因为春天即将来临？ 4815915944906853866b92ef79888d06
HE 小帮手 地板上满是鲜血，人们四散而逃... 70804db2db5b521d1312b1876c162a51
HE 雪橇鲁道夫 我向你送出了礼物，充斥着无尽憎恨的礼物。 0430d97c895b6b8d3ed99ed8ea27d4f6 
HE 银河之子 泪水一滴滴落下，就仿佛从云端坠落的繁星。那晚，世界陷入了酣睡，好似沉醉在了迷人的摇篮曲中。 b5e9e30062f38d7ed75ccfd5961aec12
HE 蕾蒂希亚 所以，她想出了这个绝妙的主意！ e79f2ce27a946d4861d819e40f76814f 
HE 亡蝶葬仪 人死后会去向何方？ e478b7b457ca062a0f0f6180a11179f2
HE 魔弹射手 这枚神奇的子弹，能命中你指定的任何目标。 78044f735834dfe7a2dac7613d8367dc
